formula,T(K),S（uV/K）,κ（W/mK）,PF（mW/mK^2）,ZT,ρ（μΩm）,composition
Mn1.3Mo6S8,1000.0,57.4673,2.8822,3.43459184066568e-08,0.119165631832131,0.0009615379999999,Mn1.3 Mo6 S8
Fe1.3Mo6S8,300.0,22.6264,1.4885,7.876215030153851e-09,0.0158741317369577,0.0006499999999999,Fe1.3 Mo6 S8
Fe1.3Mo6S8,400.0,28.1894,1.8524,1.18061124115072e-08,0.0254936566864763,0.0006730769999999,Fe1.3 Mo6 S8
Fe1.3Mo6S8,700.0,45.2526,2.775,2.69583645236074e-08,0.0680030816811717,0.0007596149999999,Fe1.3 Mo6 S8
Fe1.3Mo6S8,1000.0,53.9242,3.4165,3.52052436509186e-08,0.1030447640887419,0.000825962,Fe1.3 Mo6 S8
Ni2.0Mo6S8,300.0,8.26675,1.7135,1.10533045587762e-09,0.0019352152714519,0.000618269,Ni2 Mo6 S8
Ni2.0Mo6S8,400.0,9.16846,2.3304,1.6432925564005e-09,0.0028206188747004,0.000511538,Ni2 Mo6 S8
Ni2.0Mo6S8,700.0,20.8232,4.2372,9.49367698360742e-09,0.015683880601636,0.0004567309999999,Ni2 Mo6 S8
Ni2.0Mo6S8,1000.0,33.2249,5.9752,2.35739282337716e-08,0.0394529525936732,0.0004682689999999,Ni2 Mo6 S8
Cu4.0Mo6S8,300.0,47.8006,1.3479,2.74715906989159e-08,0.0611430908055105,0.000831731,Cu4 Mo6 S8
Cu4.0Mo6S8,400.0,61.5689,1.4306,3.69827263142439e-08,0.103404798865494,0.001025,Cu4 Mo6 S8
Cu4.0Mo6S8,700.0,105.3,1.7908,6.566984115703072e-08,0.256694710799204,0.00168846,Cu4 Mo6 S8
Cu4.0Mo6S8,1000.0,132.993,2.0386,8.117648323198009e-08,0.39819721000677,0.0021788499999999,Cu4 Mo6 S8
Ca0.9Bi0.1MnO3,300.0,82.6524,3.5909,1.84354728652127e-08,0.0154018264489788,0.0037055839444458,Ca0.9 Bi0.1 Mn1 O3
Ca0.9Bi0.1MnO3,400.0,100.786,3.1467,2.5416180641905498e-08,0.0323083619562151,0.0039965949011442,Ca0.9 Bi0.1 Mn1 O3
Ca0.9Bi0.1MnO3,700.0,119.707,2.2145,2.8676727417018813e-08,0.0906466886065168,0.0049970017989206,Ca0.9 Bi0.1 Mn1 O3
Ca0.9Bi0.1MnO3,1000.0,96.0071,1.8414,1.77621355044376e-08,0.0964599516913087,0.0051893328074809,Ca0.9 Bi0.1 Mn1 O3
CuCrO2,300.0,1235.43,6.5859,8.309309928464099e-10,0.0003785045291515,18.36840000000001,Cu1 Cr1 O2
CuCrO2,400.0,916.284,6.1557,4.494039014323951e-10,0.0002920245635312,18.682,Cu1 Cr1 O2
CuCrO2,700.0,633.893,4.8843,1.1790156845427102e-09,0.0016897221284112,3.408100000000002,Cu1 Cr1 O2
CuCrO2,1000.0,617.422,3.7083,2.29040198803158e-09,0.0061764204299317,1.664380000000001,Cu1 Cr1 O2
CuCr0.99Mg0.01O2,300.0,525.19,6.9663,4.5127843120252204e-10,0.0001943406533751,6.112069999999994,Cu1 Cr0.99 Mg0.01 O2
CuCr0.99Mg0.01O2,400.0,444.6880000000001,6.4029,1.1250286870075302e-09,0.0007028244620453,1.7577100000000014,Cu1 Cr0.99 Mg0.01 O2
CuCr0.99Mg0.01O2,700.0,428.212,5.7042,3.883102088121061e-09,0.0047652106547539,0.4722140000000011,Cu1 Cr0.99 Mg0.01 O2
CuCr0.99Mg0.01O2,1000.0,445.826,4.9475,5.43080161852301e-09,0.0109768602698798,0.3659879999999996,Cu1 Cr0.99 Mg0.01 O2
CuCr0.97Mg0.03O2,300.0,199.047,7.1396,3.8944029300634015e-09,0.0016363954269413,0.101735,Cu1 Cr0.97 Mg0.03 O2
CuCr0.97Mg0.03O2,400.0,241.278,6.4607,8.398504426683591e-09,0.0051997488982206,0.069316,Cu1 Cr0.97 Mg0.03 O2
CuCr0.97Mg0.03O2,700.0,289.576,5.6659,1.7281235978591702e-08,0.0213502977197166,0.0485232999999999,Cu1 Cr0.97 Mg0.03 O2
CuCr0.97Mg0.03O2,1000.0,325.374,4.7763,2.2498589936564303e-08,0.0471046415354234,0.0470554999999999,Cu1 Cr0.97 Mg0.03 O2
CuCr0.96Mg0.04O2,300.0,196.762,9.2934,3.62900224440632e-09,0.0011714772562484,0.106683,Cu1 Cr0.96 Mg0.04 O2
CuCr0.96Mg0.04O2,400.0,225.36900000000003,8.7669,7.684073229368541e-09,0.0035059477030049,0.0660993000000002,Cu1 Cr0.96 Mg0.04 O2
CuCr0.96Mg0.04O2,700.0,270.256,7.9727,1.55730334508161e-08,0.0136730635989957,0.0469004999999999,Cu1 Cr0.96 Mg0.04 O2
CuCr0.96Mg0.04O2,1000.0,303.784,6.8542,2.08475770914283e-08,0.0304157700263025,0.0442663999999999,Cu1 Cr0.96 Mg0.04 O2
CuCr0.95Mg0.05O2,300.0,208.131,9.5221,5.741551486333531e-09,0.0018089134181536,0.0754473999999999,Cu1 Cr0.95 Mg0.05 O2
CuCr0.95Mg0.05O2,400.0,241.265,9.0158,1.06514909329625e-08,0.0047256997417699,0.0546485,Cu1 Cr0.95 Mg0.05 O2
CuCr0.95Mg0.05O2,700.0,281.605,8.0871,1.95012335053904e-08,0.0168798004893884,0.0406648,Cu1 Cr0.95 Mg0.05 O2
CuCr0.95Mg0.05O2,1000.0,325.387,6.9878,2.59499171010578e-08,0.0371360329446433,0.0408004,Cu1 Cr0.95 Mg0.05 O2
Zr0.5Hf0.5NiSn,300.0,178.765,4.087,3.2783495496965e-08,0.0240642247347431,0.0097478699999999,Zr0.5 Hf0.5 Ni1 Sn1
Zr0.5Hf0.5NiSn,400.0,208.592,3.53,6.95367783149359e-08,0.0787952162208905,0.00625721,Zr0.5 Hf0.5 Ni1 Sn1
Zr0.5Hf0.5NiSn,700.0,236.062,3.274,2.5719433526257004e-07,0.5498962574337171,0.00216666,Zr0.5 Hf0.5 Ni1 Sn1
Zr0.4Hf0.4Ti0.2NiSn,300.0,188.659,3.814,3.9358164934602496e-08,0.0309581790256443,0.0090431599999999,Zr0.4 Hf0.4 Ti0.2 Ni1 Sn1
Zr0.4Hf0.4Ti0.2NiSn,400.0,233.58900000000003,3.345,1.06683522345074e-07,0.127573718798295,0.00511455,Zr0.4 Hf0.4 Ti0.2 Ni1 Sn1
Zr0.4Hf0.4Ti0.2NiSn,700.0,276.689,3.196,4.33349386804254e-07,0.949138206392297,0.00176663,Zr0.4 Hf0.4 Ti0.2 Ni1 Sn1
Zr0.35Hf0.35Ti0.3NiSn,300.0,369.912,3.17,1.59016588759882e-07,0.150488885261718,0.0086050699999999,Zr0.35 Hf0.35 Ti0.3 Ni1 Sn1
Zr0.35Hf0.35Ti0.3NiSn,400.0,379.426,2.837,2.59277496980645e-07,0.365565734199006,0.0055525099999999,Zr0.35 Hf0.35 Ti0.3 Ni1 Sn1
Zr0.35Hf0.35Ti0.3NiSn,700.0,348.046,2.942,5.31079371294291e-07,1.26361509145481,0.0022809399999999,Zr0.35 Hf0.35 Ti0.3 Ni1 Sn1
Zr0.25Hf0.25Ti0.5NiSn,300.0,311.579,3.0626,2.04060707015058e-07,0.19988967578044,0.0047574799999999,Zr0.25 Hf0.25 Ti0.5 Ni1 Sn1
Zr0.25Hf0.25Ti0.5NiSn,400.0,329.939,3.003,3.21948326435551e-07,0.428835599647754,0.0033812799999999,Zr0.25 Hf0.25 Ti0.5 Ni1 Sn1
Zr0.25Hf0.25Ti0.5NiSn,700.0,328.251,3.254,6.597116153544729e-07,1.4191706538049498,0.0016332699999999,Zr0.25 Hf0.25 Ti0.5 Ni1 Sn1
Zr0.15Hf0.15Ti0.7NiSn,300.0,252.204,3.394,1.32112444680763e-07,0.116775879211045,0.0048145999999999,Zr0.15 Hf0.15 Ti0.7 Ni1 Sn1
Zr0.15Hf0.15Ti0.7NiSn,400.0,264.835,3.072,2.238178544304e-07,0.29142949795625,0.00313369,Zr0.15 Hf0.15 Ti0.7 Ni1 Sn1
Zr0.15Hf0.15Ti0.7NiSn,700.0,260.541,3.157,4.58383895366975e-07,1.01637227354097,0.00148089,Zr0.15 Hf0.15 Ti0.7 Ni1 Sn1
LaFe3CoSb12,300.0,108.391,1.6,7.150444220539721e-08,0.13407082913512,0.00164306,La1 Fe3 Co1 Sb12
LaFe3CoSb12,400.0,142.661,1.6,1.11193942737102e-07,0.277984856842755,0.0018303299999999,La1 Fe3 Co1 Sb12
LaFe3CoSb12,700.0,210.479,1.57,1.91148795503184e-07,0.852255776128847,0.0023176399999999,La1 Fe3 Co1 Sb12
Zr0.5Hf0.5NiSn1.998Sb0.002,300.0,250.0,2.88711340396676,2.59551495016611e-07,0.2697,0.002408,Zr0.5 Hf0.5 Ni1 Sn1.998 Sb0.002
Zr0.5Hf0.5NiSn1.998Sb0.002,400.0,281.0,2.71293299525174,3.64211254612546e-07,0.537,0.0021679999999999,Zr0.5 Hf0.5 Ni1 Sn1.998 Sb0.002
Zr0.5Hf0.5NiSn1.998Sb0.002,700.0,307.0,2.9468599249598,6.104209844559578e-07,1.45,0.001544,Zr0.5 Hf0.5 Ni1 Sn1.998 Sb0.002
Zr0.5Hf0.5NiSn1.994Sb0.006,300.0,211.0,2.76686056628632,3.81826758147513e-07,0.414,0.001166,Zr0.5 Hf0.5 Ni1 Sn1.994 Sb0.006
Zr0.5Hf0.5NiSn1.994Sb0.006,400.0,237.0,2.6455415214230498,4.48419287881207e-07,0.6779999999999999,0.0012525999999999,Zr0.5 Hf0.5 Ni1 Sn1.994 Sb0.006
Zr0.5Hf0.5NiSn1.994Sb0.006,700.0,274.0,2.96366010387416,5.6936144395571e-07,1.3448,0.0013186,Zr0.5 Hf0.5 Ni1 Sn1.994 Sb0.006
SrDy0.08Ti0.92O3,300.0,49.7,4.195,2.5688936e-09,0.0018371110369487,0.0096153846153846,Sr1 Dy0.08 Ti0.92 O3
SrDy0.08Ti0.92O3,400.0,70.5,3.74,1.2425625e-08,0.0132894385026738,0.004,Sr1 Dy0.08 Ti0.92 O3
SrDy0.08Ti0.92O3,700.0,147.0,3.17,4.710762e-08,0.104023135646688,0.0045871559633027,Sr1 Dy0.08 Ti0.92 O3
SrDy0.08Ti0.92O3,1000.0,191.6,2.97,4.4052672e-08,0.1483254949494949,0.0083333333333333,Sr1 Dy0.08 Ti0.92 O3
SrNd0.17Ti0.83O3,300.0,32.5,6.19,4.0665625000000005e-09,0.0019708703554119,0.0025974025974025,Sr1 Nd0.17 Ti0.83 O3
SrNd0.17Ti0.83O3,400.0,42.2,5.35,9.2425596e-09,0.0069103249345794,0.001926782273603,Sr1 Nd0.17 Ti0.83 O3
SrNd0.17Ti0.83O3,700.0,96.0,3.87,4.0605696e-08,0.0734469953488372,0.0022696323195642,Sr1 Nd0.17 Ti0.83 O3
SrNd0.17Ti0.83O3,1000.0,141.8,3.397,4.80563036e-08,0.141466893141007,0.00418410041841,Sr1 Nd0.17 Ti0.83 O3
SrNd0.2Ti0.8O3,300.0,34.4,5.53,6.4374784e-09,0.0034923029294755,0.0018382352941176,Sr1 Nd0.2 Ti0.8 O3
SrNd0.2Ti0.8O3,400.0,44.9,4.83,1.36685478e-08,0.0113197083229814,0.0014749262536873,Sr1 Nd0.2 Ti0.8 O3
SrNd0.2Ti0.8O3,700.0,94.4,3.45,4.56261632e-08,0.0925748238840579,0.001953125,Sr1 Nd0.2 Ti0.8 O3
SrNd0.2Ti0.8O3,1000.0,140.0,3.1968,4.9588e-08,0.155117617617618,0.0039525691699604,Sr1 Nd0.2 Ti0.8 O3
SrNd0.24Ti0.76O3,300.0,22.6,5.98,2.272882e-09,0.00114024180602,0.0022471910112359,Sr1 Nd0.24 Ti0.76 O3
SrNd0.24Ti0.76O3,400.0,31.5,5.29,5.4871425000000005e-09,0.00414906805293,0.0018083182640144,Sr1 Nd0.24 Ti0.76 O3
SrNd0.24Ti0.76O3,700.0,80.7,3.76,3.49720713e-08,0.0651075795478723,0.0018621973929236,Sr1 Nd0.24 Ti0.76 O3
SrNd0.24Ti0.76O3,1000.0,124.0,3.22,4.812688e-08,0.1494623602484469,0.0031948881789137,Sr1 Nd0.24 Ti0.76 O3
Zn0.95Al0.05O,300.0,174.827,34.5,2.3185529066569e-07,0.0201613296231035,0.0014499120628333,Zn0.95 Al0.05 O1
Zn0.95Al0.05O,400.0,173.81599999999997,20.25,1.9506506765929306e-07,0.0385313713894899,0.0017574260035781,Zn0.95 Al0.05 O1
SrNb0.15Ti0.85O3,300.0,39.5353,5.88,3.1154512205465904e-12,1.5895159288503e-06,5.017057997190448,Sr1 Nb0.15 Ti0.85 O3
SrNb0.15Ti0.85O3,400.0,47.5373,4.696000000000001,6.018466538074829e-11,5.12646212783205e-05,0.3754768556066204,Sr1 Nb0.15 Ti0.85 O3
SrNb0.15Ti0.85O3,700.0,99.982,3.49,1.811427709911389e-09,0.0036332360943781,0.055185201536356,Sr1 Nb0.15 Ti0.85 O3
SrNb0.15Ti0.85O3,1000.0,176.69400000000002,3.0780000000000003,1.27819704135962e-08,0.0415268694398837,0.0244256312804404,Sr1 Nb0.15 Ti0.85 O3
Ba8Ga16Ge30,300.0,42.787,1.7,2.7738293469697e-08,0.0489499296524064,0.0006599999999999,Ba8 Ga16 Ge30
Ba8Ga16Ge30,400.0,55.98,1.63,4.12336894736842e-08,0.1011869680335809,0.00076,Ba8 Ga16 Ge30
Ba8Ga16Ge30,700.0,102.27,1.62,8.50337634146341e-08,0.367429841915086,0.0012299999999999,Ba8 Ga16 Ge30
Ba8Ga16Ge30,1000.0,141.98,1.6,1.1788491461988307e-07,0.736780716374269,0.0017099999999999,Ba8 Ga16 Ge30
Sb0.005I0.015Cs0.995Bi3.98Te5.97,300.0,154.2,1.5,2.79736941176471e-07,0.559473882352941,0.00085,Sb0.005 I0.015 Cs0.995 Bi3.98 Te5.97
Tl9BiTe6,300.0,256.0,0.481,1.02080996884735e-07,0.6366798142499079,0.00642,Tl9 Bi1 Te6
Tl9BiTe6,400.0,337.9,0.409,1.0221701880035801e-07,0.999677445480275,0.01117,Tl9 Bi1 Te6
Bi1.2S1.2Ti2S4,300.0,41.3,2.94,5.26447530864197e-08,0.0537191358024691,0.000324,Bi1.2 S5.2 Ti2
Bi1.2S1.2Ti2S4,400.0,54.85,2.41,6.029103206412822e-08,0.100068103011001,0.000499,Bi1.2 S5.2 Ti2
Bi1.2S1.2Ti2S4,700.0,89.12,2.11,8.37803206751055e-08,0.277944191813146,0.0009479999999999,Bi1.2 S5.2 Ti2
Pb1.8S1.8Ti2S4,300.0,50.8,2.9,5.610086956521743e-08,0.0580353823088456,0.00046,Pb1.8 S5.8 Ti2
Pb1.8S1.8Ti2S4,400.0,70.8,2.51,6.8854945054945e-08,0.109728996103498,0.000728,Pb1.8 S5.8 Ti2
Pb1.8S1.8Ti2S4,700.0,128.9,1.95,7.642690892364301e-08,0.274353006392565,0.002174,Pb1.8 S5.8 Ti2
Sn1.2S1.2Ti2S4,300.0,64.8,2.66,8.784602510460252e-08,0.0990744644036869,0.000478,Sn1.2 S5.2 Ti2
Sn1.2S1.2Ti2S4,400.0,88.8,2.03,9.27698823529412e-08,0.182797797739786,0.00085,Sn1.2 S5.2 Ti2
Sn1.2S1.2Ti2S4,700.0,140.8,1.69,9.118969641214349e-08,0.3777088017071029,0.002174,Sn1.2 S5.2 Ti2
Ba8Au5.14Si39.51,300.0,102.0,1.86,3.15272727272727e-08,0.0508504398826979,0.0033,Ba8 Au5.14 Si39.51
Ba8Au5.14Si39.51,400.0,118.1,1.61,4.0782485380117e-08,0.101322945043769,0.00342,Ba8 Au5.14 Si39.51
Ba8Au5.14Si39.51,700.0,98.25,2.45,3.36343641114982e-08,0.0960981831757093,0.0028699999999999,Ba8 Au5.14 Si39.51
Ba8Au5.59Si39.01,300.0,106.2,1.77,4.819846153846152e-08,0.0816923076923077,0.00234,Ba8 Au5.59 Si39.01
Ba8Au5.59Si39.01,400.0,126.5,1.62,6.325e-08,0.156172839506173,0.00253,Ba8 Au5.59 Si39.01
Ba8Au5.59Si39.01,700.0,136.48,2.41,6.77337832727273e-08,0.1967371298377969,0.0027499999999999,Ba8 Au5.59 Si39.01
Ba8Au6.10Si38.97,300.0,46.24,2.18,3.46537698541329e-08,0.0476886741111921,0.0006169999999999,Ba8 Au6.1 Si38.97
Ba8Au6.10Si38.97,400.0,56.99,2.33,4.62658133903134e-08,0.0794262890820831,0.000702,Ba8 Au6.1 Si38.97
Ba8Au6.10Si38.97,700.0,76.87,2.95,7.489222940430921e-08,0.1777103748576829,0.000789,Ba8 Au6.1 Si38.97
KBi6.33S10,300.0,25.0,1.3,3.787878787878791e-11,8.74125874125874e-05,0.165,K1 Bi6.33 S10
TlTiPS5,300.0,160.0,0.7829999999999999,1.7655172413793102e-14,6.76443387501652e-08,14500.000000000002,Tl1 Ti1 P1 S5
Tl2Cu2SnTe4,300.0,345.0,0.377,9.155769230769231e-12,7.28575800856968e-05,130.00000000000156,Tl2 Cu2 Sn1 Te4
Mg2Si0.999Bi0.001,300.0,151.0,8.52,1.5768326417704005e-07,0.0555222761186761,0.0014459999999999,Mg2 Si0.999 Bi0.001
Mg2Si0.999Bi0.001,400.0,164.4,5.7,1.58425322391559e-07,0.1111756648361819,0.0017059999999999,Mg2 Si0.999 Bi0.001
Mg2Si0.999Bi0.001,700.0,231.0,3.66,1.68490685191033e-07,0.322249944354434,0.0031669999999999,Mg2 Si0.999 Bi0.001
Mg2Si0.9985Bi0.0015,300.0,107.0,7.08,1.39621951219512e-07,0.0591618437370814,0.00082,Mg2 Si0.9985 Bi0.0015
Mg2Si0.9985Bi0.0015,400.0,149.0,5.07,2.4613082039911304e-07,0.194186051596933,0.000902,Mg2 Si0.9985 Bi0.0015
Mg2Si0.9985Bi0.0015,700.0,217.0,3.29,2.989777777777781e-07,0.63612293144208,0.001575,Mg2 Si0.9985 Bi0.0015
Mg2Si0.997Bi0.003,300.0,76.6,6.16,1.20236885245902e-07,0.0585569246327443,0.000488,Mg2 Si0.997 Bi0.003
Mg2Si0.997Bi0.003,400.0,101.0,4.76,1.88558225508318e-07,0.158452290343124,0.000541,Mg2 Si0.997 Bi0.003
Mg2Si0.997Bi0.003,700.0,153.0,3.53,2.51980624327234e-07,0.4996782918670349,0.000929,Mg2 Si0.997 Bi0.003
Mg2Si0.995Bi0.005,300.0,67.7,6.55,1.24208401084011e-07,0.0568893440079439,0.000369,Mg2 Si0.995 Bi0.005
Mg2Si0.995Bi0.005,400.0,83.5,5.41,1.76066919191919e-07,0.130178868164081,0.000396,Mg2 Si0.995 Bi0.005
Mg2Si0.995Bi0.005,700.0,121.2,4.29,2.3654492753623205e-07,0.385970744231614,0.0006209999999999,Mg2 Si0.995 Bi0.005
Mg2Si0.994Bi0.006,300.0,61.0,6.55,1.1275757575757601e-07,0.0516446911866759,0.00033,Mg2 Si0.994 Bi0.006
Mg2Si0.993Bi0.007,400.0,78.6,5.68,1.77527586206896e-07,0.125019426906265,0.000348,Mg2 Si0.993 Bi0.007
Mg2Si0.993Bi0.007,700.0,125.0,4.4,2.74604569420035e-07,0.43687090589551,0.0005689999999999,Mg2 Si0.993 Bi0.007
Mg2Si0.98Bi0.02,300.0,82.9,7.13,4.5213223684210495e-08,0.0190237967815753,0.00152,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,400.0,110.3,5.63,1.00546198347107e-07,0.0714360201400408,0.00121,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,700.0,174.9,3.6,2.4530882117081e-07,0.4769893744987971,0.001247,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,1000.0,212.3,2.75,2.427102315562741e-07,0.8825826602046309,0.0018569999999999,Mg2 Si0.98 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,300.0,83.0,2.98,4.5926666666666695e-08,0.0462348993288591,0.0014999999999999,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,400.0,117.5,2.62,1.0871062992126e-07,0.165970427360702,0.0012699999999999,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,700.0,176.2,1.94,2.26616350364963e-07,0.8176878621416209,0.00137,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,1000.0,187.7,1.73,1.60142227272727e-07,0.9256776142932208,0.0021999999999999,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.98Ag0.02,300.0,26.0,7.83,5.4516129032258114e-12,2.0887405759485803e-06,1.2399999999999998,Mg2 Si0.98 Ag0.02
Mg2Si0.98Ag0.02,400.0,178.0,6.06,7.671670702179181e-10,0.0005063809044342,0.4129999999999997,Mg2 Si0.98 Ag0.02
Mg2Si0.98Ag0.02,700.0,149.0,3.67,5.592191435768261e-09,0.0106663051908386,0.0397,Mg2 Si0.98 Ag0.02
Mg2Si0.98Ag0.02,1000.0,192.0,3.16,5.5854545454545524e-08,0.176754890678941,0.0065999999999999,Mg2 Si0.98 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,300.0,30.42,4.11,1.80385263157895e-10,0.0001316680752977,0.0513,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,400.0,157.9,3.09,8.779017605633799e-09,0.0113644240849629,0.0284,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,700.0,318.8,2.57,6.821036241610741e-08,0.185786979343483,0.0149,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,1000.0,224.0,3.48,9.22352941176471e-08,0.265043948613928,0.0054399999999999,Mg2 Si0.6 Ge0.4 Ag0.02
Tl2SnTe5,300.0,219.0,5.09,1.1419285714285701e-07,0.067304238001684,0.0042,Tl2 Sn1 Te5
Tl2GeTe5,300.0,285.0,9.07,3.51015557476232e-08,0.0116102168955755,0.02314,Tl2 Ge1 Te5
Sr0.145Ga0.302Ge0.553,300.0,320.0,0.81,7.937984496124032e-08,0.293999425782372,0.0129,Sr0.145 Ga0.302 Ge0.553
Sr0.147Ga0.298Ge0.555,300.0,154.0,1.216,9.05190839694656e-08,0.2233201084773,0.00262,Sr0.147 Ga0.298 Ge0.555
Sr0.146Ga0.285Ge0.569,300.0,128.0,1.06,8.445360824742272e-08,0.239019645983272,0.00194,Sr0.146 Ga0.285 Ge0.569
Ba8Ga18Ge28,300.0,78.9,1.5,8.01804482225657e-09,0.0160360896445131,0.0077639999999999,Ba8 Ga18 Ge28
Ba8Ga18Ge28,400.0,112.9,1.4,1.78446171076579e-08,0.0509846203075939,0.0071429999999999,Ba8 Ga18 Ge28
Ba8Ga18Ge28,700.0,219.0,1.1,6.46548935022917e-08,0.4114402313782199,0.0074179999999999,Ba8 Ga18 Ge28
Ba8Ga18Ge28,1000.0,266.0,1.0,9.626666666666673e-08,0.962666666666667,0.0073499999999999,Ba8 Ga18 Ge28
Mg2Si,300.0,89.0,4.5,4.8804682686383207e-08,0.0325364551242555,0.0016229999999999,Mg2 Si1
Mg2Si,400.0,189.0,4.0,1.8077429149797601e-07,0.180774291497976,0.001976,Mg2 Si1
Mg2Si,700.0,267.0,3.25,1.87503945291952e-07,0.40385465139805,0.0038019999999999,Mg2 Si1
Mg1.95Ca0.05Si,300.0,74.8,5.6,5.39540983606557e-08,0.028903981264637,0.0010369999999999,Mg1.95 Ca0.05 Si1
Mg1.95Ca0.05Si,400.0,94.8,4.9,7.814817391304352e-08,0.0637944276841171,0.00115,Mg1.95 Ca0.05 Si1
Mg1.95Ca0.05Si,700.0,153.0,3.8,9.16562255285826e-08,0.168840415447389,0.0025539999999999,Mg1.95 Ca0.05 Si1
Mg1.9Ca0.1Si,300.0,61.0,5.2,1.75767595654228e-08,0.0101404382108208,0.0021169999999999,Mg1.9 Ca0.1 Si1
Mg1.9Ca0.1Si,400.0,74.0,4.7,2.55768332554881e-08,0.0217675176642452,0.0021409999999999,Mg1.9 Ca0.1 Si1
Mg1.9Ca0.1Si,700.0,130.0,3.8,6.143220647037441e-08,0.113164590866479,0.002751,Mg1.9 Ca0.1 Si1
Cu1.98Se,300.0,62.4,1.25,6.43596694214876e-08,0.15446320661157,0.000605,Cu1.98 Se1
Cu1.98Se,400.0,64.2,1.73,5.7324617524339294e-08,0.132542468264368,0.0007189999999999,Cu1.98 Se1
Cu1.98Se,700.0,129.0,1.45,1.1020529801324501e-07,0.532025576615665,0.00151,Cu1.98 Se1
Cu1.98Se,1000.0,201.5,1.015,1.2493000000000002e-07,1.23083743842365,0.0032499999999999,Cu1.98 Se1
Ca2.7Na0.3Co4O9,300.0,117.0,2.0,1.68376383763838e-08,0.0252564575645756,0.00813,Ca2.7 Na0.3 Co4 O9
Ca2.7Na0.3Co4O9,400.0,125.6,1.9,2.9798564412542498e-08,0.0627338198158789,0.0052939999999999,Ca2.7 Na0.3 Co4 O9
Ca2.7Na0.3Co4O9,700.0,153.6,2.0,2.94690981763677e-08,0.1031418436172869,0.008006,Ca2.7 Na0.3 Co4 O9
Ca2.7Na0.3Co4O9,1000.0,184.0,2.05,4.64863380475079e-08,0.2267626246219899,0.007283,Ca2.7 Na0.3 Co4 O9
Ca2.7Bi0.3Co4O9,300.0,135.4,2.0,1.7713198067632902e-08,0.0265697971014493,0.0103499999999999,Ca2.7 Bi0.3 Co4 O9
Ca2.7Bi0.3Co4O9,400.0,140.8,1.9,1.95201260338716e-08,0.0410950021765718,0.010156,Ca2.7 Bi0.3 Co4 O9
Ca2.7Bi0.3Co4O9,700.0,169.0,2.0,3.14029686641011e-08,0.109910390324354,0.0090949999999999,Ca2.7 Bi0.3 Co4 O9
Ca2.7Bi0.3Co4O9,1000.0,196.8,2.05,4.94575916230367e-08,0.241256544502618,0.0078309999999999,Ca2.7 Bi0.3 Co4 O9
Ca2.4Na0.3Bi0.3Co4O9,300.0,132.0,2.0,1.8621352997755705e-08,0.0279320294966335,0.0093569999999999,Ca2.4 Na0.3 Bi0.3 Co4 O9
Ca2.4Na0.3Bi0.3Co4O9,400.0,144.6,1.9,2.2665756097561e-08,0.0477173812580231,0.009225,Ca2.4 Na0.3 Bi0.3 Co4 O9
Ca2.4Na0.3Bi0.3Co4O9,700.0,173.0,1.8,3.51981653534047e-08,0.136881754152129,0.008503,Ca2.4 Na0.3 Bi0.3 Co4 O9
Ca2.4Na0.3Bi0.3Co4O9,1000.0,205.0,1.75,5.51364471267384e-08,0.315065412152791,0.0076219999999999,Ca2.4 Na0.3 Bi0.3 Co4 O9
Sr0.9Y0.1TiO3,300.0,92.5,7.0,9.745159453302964e-08,0.0417649690855841,0.000878,Sr0.9 Y0.1 Ti1 O3
Sr0.9Y0.1TiO3,400.0,119.5,6.0,1.134253375695e-07,0.0756168917129997,0.0012589999999999,Sr0.9 Y0.1 Ti1 O3
Sr0.9Y0.1TiO3,700.0,185.3,5.0,9.981421511627913e-08,0.139739901162791,0.0034399999999999,Sr0.9 Y0.1 Ti1 O3
Sr0.9Y0.1TiO3,1000.0,228.0,4.5,7.85969156335047e-08,0.174659812518899,0.0066139999999999,Sr0.9 Y0.1 Ti1 O3
Ba0.3Sr0.6La0.1TiO3,300.0,82.2,4.07,1.36861251772331e-07,0.1008805295619149,0.0004936999999999,Ba0.3 Sr0.6 La0.1 Ti1 O3
Ba0.3Sr0.6La0.1TiO3,400.0,101.4,3.36,1.34686402934242e-07,0.160340955874097,0.0007634,Ba0.3 Sr0.6 La0.1 Ti1 O3
Ba0.3Sr0.6La0.1TiO3,700.0,163.0,1.91,9.732234432234432e-08,0.356678748825346,0.00273,Ba0.3 Sr0.6 La0.1 Ti1 O3
